,id,wellpads_id,longitude_pad,latitude_pad,longitude_well,latitude_well,basin,county,state,block,section,pad_area_km2,operator_name,tst_first_detection_date,tst_permit_date,tst_spud_date,tst_regulator_completion_date,tst_fracfocus_jobstart_date,tst_fracfocus_jobend_date
0,75288,104109,-102.28731,31.997337,-102.287315341895,31.997161632131906,Permian,Midland,Texas,41 01S,23,0.01170415,FASKEN LAND AND MINERALS LTD,2018-05-03 00:00:00,2012-01-05,2012-09-24,2012-11-06,2012-10-30 00:00:00,2012-10-30 00:00:00
1,128141,771766,-101.92609,32.019257,-101.92666104493357,32.01830759152435,Permian,Midland,Texas,,,0.03464336,"BAXTER, MURPHY H.",2020-07-26 00:00:00,1983-09-09,,1983-09-27,,
2,128142,367428,-101.94029,31.965864,-101.94009188363056,31.9658164149048,Permian,Midland,Texas,37 T2S,47,0.0032,ENDEAVOR ENERGY RESOURCES LP,2018-05-06 00:00:00,2013-02-05,,,2012-12-27 00:00:00,2012-12-27 00:00:00
3,128151,108373,-102.26697,31.828806,-102.26720577624795,31.82859055439215,Permian,Midland,Texas,41 T2S,42,0.009995493,OXY USA INC,2018-05-06 00:00:00,1997-10-28,,,,
4,128159,310782,-102.25507,31.80481,-102.2549467739976,31.804794995578835,Permian,Midland,Texas,41 T3S,9,0.0027,OXY USA WTP LP,2018-05-16 00:00:00,1984-06-21,,2015-03-01,,
5,128163,135309,-102.2312,31.731348,-102.23133184938445,31.731318894936475,Permian,Midland,Texas,41 T3S,40,0.01316038,OXY USA INC,2018-05-06 00:00:00,1994-04-04,,,,
6,128165,104344,-101.91354,31.979637,-101.91392605365611,31.979668819248484,Permian,Midland,Texas,,,0.0111372275,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1987-05-28,,,,
7,128166,106934,-101.79622,31.874498,-101.79629243714591,31.874495779073488,Permian,Midland,Texas,37 T3S,24,0.015970867,ENDEAVOR ENERGY RESOURCES LP,2018-05-03 00:00:00,2016-07-15,2016-07-19,2016-09-01,2016-08-15 00:00:00,2016-08-17 00:00:00
8,128175,270028,-102.22385,31.65363,-102.223812163149,31.65379959253415,Permian,Midland,Texas,41 T4S,20,0.0037448297,ENDEAVOR ENERGY RESOURCES LP,2018-06-05 00:00:00,2011-11-28,,,,
9,128181,105819,-102.12003,31.92816,-102.11996138011486,31.928321645843695,Permian,Midland,Texas,39 T2S,19,0.010293278,ENDEAVOR ENERGY RESOURCES LP,2018-05-03 00:00:00,2012-04-18,,2012-05-17,,
10,128184,108625,-102.13002,31.8169,-102.1303063521218,31.81685352359974,Permian,Midland,Texas,40 T3S,9,0.015125627,XTO ENERGY INC,2018-05-06 00:00:00,1994-10-28,1994-12-09,1995-02-25,,
11,128190,776123,-102.15528,31.844149,-102.1553510404988,31.844295485942435,Permian,Midland,Texas,,,0.009442003,COG OPERATING LLC,2018-05-11 00:00:00,1993-07-15,1993-07-23,1993-08-09,,
12,128198,114100,-102.14502,31.657505,-102.14509999986512,31.657272265295997,Permian,Midland,Texas,40 T4S,30,0.008021221,HENRY PETROLEUM LP,2018-05-03 00:00:00,2002-04-10,2002-05-15,2019-05-13,,
13,128215,114153,-102.12192,31.655495,-102.12215712480058,31.65547735536037,Permian,Midland,Texas,40 T4S,32,0.011062954,MOBIL PRODUCING TX. & N.M. INC.,2018-05-06 00:00:00,2005-06-15,,2005-07-19,,
14,128229,112784,-102.18208,31.701674,-102.18185628112656,31.70169478194571,Permian,Midland,Texas,41 T4S,12,0.013843398,APACHE CORP,2018-05-06 00:00:00,2014-11-07,,,,
15,128244,210345,-102.282745,31.836033,-102.28274936625107,31.83620117071722,Permian,Midland,Texas,41 T2S,40,0.0054151695,ANADARKO PETROLEUM CORP,2018-05-03 00:00:00,2004-11-04,2004-12-14,2005-01-28,,
16,128247,108267,-102.28164,31.83293,-102.28164149424374,31.832550291855604,Permian,Midland,Texas,41 T2S,40,0.0122180125,ANADARKO PETROLEUM CORP,2018-05-03 00:00:00,1981-06-05,,2002-05-15,,
17,128248,108138,-102.27463,31.838137,-102.27455606577546,31.83814993404185,Permian,Midland,Texas,41 T2S,39,0.0065262048,FOUR STAR OIL AND GAS COMPANY,2018-05-03 00:00:00,2006-01-23,2006-04-11,,,
18,128249,107691,-102.28422,31.854692,-102.28424598898128,31.85462993375877,Permian,Midland,Texas,41 T2S,33,0.006806418,ANADARKO PETROLEUM CORP,2018-05-03 00:00:00,1983-05-25,,1983-07-30,,
19,128253,108014,-102.27137,31.842688,-102.27153160810767,31.842636379449182,Permian,Midland,Texas,41 T2S,39,0.012220431,COG OPERATING LLC,2018-07-07 00:00:00,1993-07-07,,,,
20,128265,113139,-102.147064,31.689758,-102.14692473890584,31.689954395207174,Permian,Midland,Texas,40 T4S,18,0.005535704,APACHE CORP,2018-05-06 00:00:00,1987-08-03,,1997-04-15,,
21,128267,108742,-102.27627,31.81517,-102.27607701035171,31.814690822505348,Permian,Midland,Texas,41 T3S,5,0.022344736,OXY USA WTP LP,2018-05-03 00:00:00,1984-06-21,,2017-01-01,,
22,128271,103566,-102.22041,32.017906,-102.22028249664855,32.017754817618695,Permian,Midland,Texas,40 T1S,21,0.0073874546,ENVIRONMENTAL DISPOSAL SYSTEMS LLC,2018-05-03 00:00:00,1983-05-20,1983-05-23,2011-11-17,,
23,128274,105302,-101.82353,31.94256,-101.8237113876997,31.94241618681473,Permian,Midland,Texas,37 T2S,3,0.0059807203,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1996-05-21,1996-05-23,1997-01-22,,
24,128276,111573,-102.21083,31.736357,-102.2108511642666,31.736458960220062,Permian,Midland,Texas,41 T3S,38,0.008589587,UMC PETROLEUM CORPORATION,2018-05-03 00:00:00,1996-05-13,,2018-10-04,,
25,128278,113414,-102.128746,31.68022,-102.12899972224496,31.680220056684966,Permian,Midland,Texas,40 T4S,20,0.0056728073,MOBIL PRODUCING TX. & N.M. INC.,2018-05-06 00:00:00,1998-10-06,1998-11-27,1999-02-25,,
26,128285,104026,-101.9108,31.99201,-101.91085908987682,31.99219022714349,Permian,Midland,Texas,37 T2S,55,0.0064055957,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1979-05-25,,1979-07-16,,
27,128286,106800,-102.17408,31.888742,-102.17380028425146,31.888910229811263,Permian,Midland,Texas,40 T2S,28,0.0056985742,CHEVRON USA INC,2018-05-06 00:00:00,1999-07-09,1999-07-26,1999-10-03,,
28,128297,162644,-101.993675,31.854975,-101.99355369675453,31.854953823020438,Permian,Midland,Texas,38 T3S,7,0.007359509,CHEVRON USA INC,2018-05-11 00:00:00,1978-07-24,1978-08-08,2017-10-31,,
29,128301,101865,-102.1295,32.085083,-102.12962722491237,32.08468743471848,Permian,Midland,Texas,39 T1S,4,0.015632212,RK PETROLEUM CORP,2018-05-03 00:00:00,2011-03-30,,,,
30,128312,135275,-101.83905,31.748314,-101.83904934546166,31.748473738975154,Permian,Midland,Texas,37 T4S,20,0.0056788838,PIONEER NATURAL RES USA INC,2018-09-25 00:00:00,1979-10-16,1979-11-04,1980-02-11,,
31,128313,128319,-101.90318,31.99338,-101.90310973379702,31.993356715526506,Permian,Midland,Texas,37 T2S,2,0.0037598794,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1979-10-26,1979-11-22,1980-01-03,,
32,128325,310682,-101.950836,31.829596,-101.95047648776965,31.829722662531942,Permian,Midland,Texas,38 T3S,20,0.0142935775,"CUTBOW OPERATING, LLC",2018-05-03 00:00:00,1980-07-02,1980-08-09,1980-09-20,,
33,128328,103928,-101.86544,31.994713,-101.86581677098128,31.99484769951167,Permian,Midland,Texas,37 T2S,14,0.006266321,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1980-09-26,1980-10-06,1981-01-02,,
34,128332,101816,-101.83865,32.080647,-101.83869631674932,32.08044300508099,Permian,Midland,Texas,36 T1S,32,0.008649378,PURVIS OPERATING CO.,2018-05-03 00:00:00,1980-12-31,,1981-05-14,,
35,128337,105400,-101.98475,31.942656,-101.98482965086114,31.942420397037164,Permian,Midland,Texas,,,0.0077905757,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,2014-07-17,,,,
36,128342,165203,-101.8185,31.670546,-101.81884559220099,31.670157897492597,Permian,Midland,Texas,37 T5S,6,0.009268899,"MIDKIFF, HUNTER",2018-11-04 00:00:00,1981-05-06,1981-05-13,,,
37,128347,108342,-101.91208,31.821842,-101.9121301526585,31.821562134343754,Permian,Midland,Texas,38 T3S,27,0.008879499,"CUTBOW OPERATING, LLC",2018-05-06 00:00:00,1981-07-14,,1981-07-22,,
38,128352,113140,-102.13056,31.689535,-102.1306909986254,31.68946546571103,Permian,Midland,Texas,40 T4S,17,0.00858012,APACHE CORP,2018-05-03 00:00:00,1981-10-08,1981-12-23,2020-09-26,,
39,128360,108628,-102.16603,31.817295,-102.16578237946483,31.817530254683142,Permian,Midland,Texas,40 T3S,4,0.012212173,COG OPERATING LLC,2018-05-06 00:00:00,1982-01-15,1982-01-31,1985-04-04,,
40,128364,110092,-102.106575,31.771559,-102.10657878397991,31.771573280812504,Permian,Midland,Texas,40 T3S,24,0.012060644,THOMSON-MONTEITH,2018-05-03 00:00:00,1982-03-25,1982-03-28,1982-06-10,,
41,128370,210960,-102.18335,31.708677,-102.18349047695787,31.70885798996913,Permian,Midland,Texas,41 T4S,1,0.0030460078,"TAMARACK PETROLEUM COMPANY, INC.",2018-05-31 00:00:00,1983-07-07,,1983-07-22,,
42,128376,103521,-101.937256,32.0126,-101.93730680019328,32.012403318998466,Permian,Midland,Texas,37 T2S,49,0.01518579,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1983-04-07,,,,
43,128380,111589,-102.13438,31.734125,-102.13443564708282,31.734280873284472,Permian,Midland,Texas,40 T3S,38,0.014406271,"ATLANTIC OPERATING, INC.",2018-05-06 00:00:00,2014-10-28,,,,
44,128384,107787,-102.18419,31.848875,-102.18429322139583,31.848664010401816,Permian,Midland,Texas,,,0.016525783,MOBIL PRODUCING TX. & N.M. INC.,2018-05-06 00:00:00,2008-02-20,2008-05-21,2008-06-13,,
45,128391,796996,-101.91402,32.06327,-101.91392673616174,32.06334800781323,Permian,Midland,Texas,37 T1S,33,0.010545764,PHILLIPS PETROLEUM COMPANY,2018-05-06 00:00:00,2002-03-01,,,,
46,128397,105053,-101.99956,31.956415,-101.99944213975103,31.95669976424512,Permian,Midland,Texas,38 T2S,16,0.0045923297,PRIME OPERATING COMPANY,2018-05-03 00:00:00,1983-08-11,1983-08-29,1985-01-10,,
47,128404,105903,-102.015854,31.922064,-102.0160578257168,31.92204668136935,Permian,Midland,Texas,38 T2S,24,0.00848274,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1983-09-29,,1983-11-15,,
48,128411,209723,-101.889824,32.07235,-101.88949738285486,32.07244530954743,Permian,Midland,Texas,37 T1S,35,0.005998102,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1983-11-09,,1983-12-24,,
49,128414,101902,-101.900795,32.077564,-101.90102864907578,32.07771390952999,Permian,Midland,Texas,37 T1S,27,0.0076729776,"TRINITY ENVIRO SWD I, L.L.C.",2018-05-06 00:00:00,2006-03-02,2006-03-14,2021-12-06,,
50,128415,125925,-101.938225,32.084126,-101.93860363392658,32.084139547767656,Permian,Midland,Texas,37 T1S,20,0.010604708,"CONTINENTAL U S EXPLORATION, INC",2018-05-06 00:00:00,1983-12-27,,,,
51,128425,108370,-102.124115,31.826004,-102.12410866432822,31.826055597219238,Permian,Midland,Texas,40,15,0.007356049,COG OPERATING LLC,2018-05-06 00:00:00,1984-01-31,1984-04-04,1984-05-11,,
52,128431,104220,-101.86556,31.983387,-101.86567683363329,31.983521777011838,Permian,Midland,Texas,,,0.018794354,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1984-02-23,,1984-08-09,,
53,128441,108747,-102.13348,31.812057,-102.1337942239784,31.811937729160746,Permian,Midland,Texas,40 T3S,8,0.01137778,COG OPERATING LLC,2018-05-06 00:00:00,1984-04-17,1984-06-27,2020-01-29,,
54,128445,750344,-101.99995,31.89919,-102.00023758385886,31.89922509478527,Permian,Midland,Texas,38 T2S,25,0.0053480566,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1984-06-19,,1984-08-21,,
55,128452,108487,-102.140465,31.821884,-102.14056685400372,31.8218704021399,Permian,Midland,Texas,40,14,0.009298524,COG OPERATING LLC,2018-05-06 00:00:00,1984-07-06,1984-09-18,2008-11-06,,
56,128455,108975,-102.131004,31.804415,-102.13121758719805,31.804591962699277,Permian,Midland,Texas,40 T3S,13,0.015260322,COG OPERATING LLC,2018-05-06 00:00:00,1984-07-09,1984-09-16,1986-08-15,,
57,128459,105686,-102.068085,31.932726,-102.06830437562851,31.932763321591878,Permian,Midland,Texas,39 T2S,22,0.008346166,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1984-07-30,,1984-09-06,,
58,128462,745311,-102.14076,31.753063,-102.14017403278062,31.753138258811468,Permian,Midland,Texas,40 T3S,31,0.021855311,"ATLANTIC OPERATING, INC.",2018-05-06 00:00:00,1984-08-21,1984-08-24,1984-10-24,,
59,128469,104045,-101.8817,31.99077,-101.88169057786114,31.99074506185685,Permian,Midland,Texas,37 T2S,56,0.011557156,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1984-10-12,,1984-12-04,,
60,128471,104105,-102.01051,31.99148,-102.01035978627448,31.991340264108523,Permian,Midland,Texas,38 T2S,5,0.009470301,ENDEAVOR ENERGY RESOURCES LP,2018-05-06 00:00:00,2018-09-10,,,,
61,128481,108425,-102.14592,31.824415,-102.14590981470793,31.82441331272403,Permian,Midland,Texas,40,14,0.0111034,COG OPERATING LLC,2018-05-06 00:00:00,1984-11-08,1984-12-27,1985-02-21,,
62,128491,111619,-101.820885,31.72594,-101.820775710113,31.726150637261753,Permian,Midland,Texas,37 T4S,32,0.0042916215,PARKER & PARSLEY DEVELOPMENT CO.,2019-02-22 00:00:00,2015-12-18,,,,
63,128492,109748,-101.834305,31.773962,-101.83464295723216,31.773595991610946,Permian,Midland,Texas,37 T4S,8,0.014135633,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1984-12-04,1984-12-29,1996-10-01,,
64,128499,112928,-101.81114,31.68873,-101.81142241399921,31.68879342348796,Permian,Midland,Texas,37 T4S,44,0.007884654,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1984-12-27,1985-03-23,1994-08-25,,
65,128501,107276,-101.77787,31.85976,-101.77819281493483,31.85977358210252,Permian,Midland,Texas,36 T3S,30,0.0063861534,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1984-12-31,,1985-08-07,,
66,128504,105568,-102.06534,31.937271,-102.06536986999087,31.937236585313087,Permian,Midland,Texas,39 T2S,22,0.0070949155,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-01-04,,1985-02-16,,
67,128511,104321,-102.19239,31.986723,-102.19238733995216,31.98714342232855,Permian,Midland,Texas,40 T1S,39,0.0129537005,"HCW EXPLORATION, INC.",2018-05-03 00:00:00,1985-11-18,,,,
68,128513,109147,-102.14206,31.798822,-102.14209787580691,31.79876236856004,Permian,Midland,Texas,40 T3S,13,0.013316686,COG OPERATING LLC,2018-05-03 00:00:00,1985-03-20,1985-06-16,1985-07-19,,
69,128518,105027,-101.89204,31.95457,-101.89213522530588,31.95480964253918,Permian,Midland,Texas,37 T2S,30,0.0051480257,ENDEAVOR ENERGY RESOURCES LP,2018-06-05 00:00:00,1985-04-10,,2021-02-22,,
70,128522,434577,-101.823494,31.71391,-101.82382818902754,31.713977155839462,Permian,Midland,Texas,37 T4S,32,0.006923461,PIONEER NATURAL RES USA INC,2018-05-28 00:00:00,1985-05-16,1985-06-05,2019-10-17,,
71,128527,111582,-101.81383,31.726698,-101.81379308836792,31.726905049231448,Permian,Midland,Texas,37 T4S,33,0.015228432,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-06-12,,1997-03-01,,
72,128532,447664,-101.868385,32.039806,-101.86846153429153,32.03973537460559,Permian,Midland,Texas,37 T1S,47,0.006135213,PARKER & PARSLEY DEVELOPMENT L.P,2018-05-28 00:00:00,1997-05-29,,,,
73,128536,127497,-101.98484,32.019974,-101.98488016201952,32.02019508674142,Permian,Midland,Texas,38 T1S,46,0.009057769,FELMONT OIL CORP.,2018-05-06 00:00:00,1995-02-01,,,,
74,128539,103907,-102.20202,32.00337,-102.20219076534705,32.00337868242411,Permian,Midland,Texas,40 T1S,27,0.010311084,DIAMONDBACK E AND P LLC,2018-05-03 00:00:00,1985-08-02,,1985-09-11,,
75,128540,102675,-101.88689,32.04623,-101.88710348497753,32.04660762049071,Permian,Midland,Texas,37 T1S,39,0.034992218,ENERGEN RESOURCES CORP,2018-05-03 00:00:00,1988-11-01,,2019-03-30,,
76,128543,112839,-102.172165,31.700079,-102.17218515115393,31.700197365591457,Permian,Midland,Texas,41 T4S,12,0.007475086,ARCO PERMIAN,2018-05-03 00:00:00,1997-04-16,1997-04-16,1997-05-05,,
77,128545,210887,-101.82163,31.901697,-101.82143971971827,31.901960177516397,Permian,Midland,Texas,37 T3S,11,0.009727447,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1985-08-19,,2019-04-30,,
78,128548,107484,-101.93832,31.854156,-101.93876601513256,31.85390647283894,Permian,Midland,Texas,A,44,0.019438103,"BROWN, TOM INC.",2018-05-03 00:00:00,2002-07-31,2002-09-05,2003-02-01,,
79,128550,101850,-101.86059,32.07923,-101.86040537688446,32.07929534827233,Permian,Midland,Texas,37 T1S,36,0.005719749,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1985-09-17,,1985-11-05,,
80,128554,112350,-101.89425,31.707836,-101.89426730979689,31.707823227997018,Permian,Midland,Texas,38 T4S,34,0.01439359,EXXON CORP,2018-05-03 00:00:00,1987-06-24,,1987-11-16,,
81,128557,112440,-101.85127,31.704082,-101.85136583666068,31.70402903320319,Permian,Midland,Texas,38 T4S,37,0.011485585,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-10-29,,2016-10-20,,
82,128558,112388,-101.81665,31.704962,-101.81670759051002,31.70489110515743,Permian,Midland,Texas,37 T4S,41,0.011346868,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-10-31,1985-12-31,2019-05-16,,
83,128564,109159,-101.913765,31.793278,-101.91377174254177,31.793134755630877,Permian,Midland,Texas,38 T3S,38,0.020105314,PIONEER NATURAL RES USA INC,2018-05-11 00:00:00,1985-11-04,1985-11-09,1986-01-09,,
84,128568,111957,-101.855835,31.718199,-101.85608856562767,31.71804278186004,Permian,Midland,Texas,38 T4S,36,0.017718175,PARKER & PARSLEY DEVELOPMENT CO.,2018-05-03 00:00:00,1990-11-28,1991-02-15,1991-02-21,,
85,128569,442314,-101.85847,31.72502,-101.85834695301254,31.72512296121949,Permian,Midland,Texas,38 T4S,25,0.007340291,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-11-18,,1994-01-18,,
86,128572,106741,-101.973526,31.886509,-101.97321965601954,31.886461629710414,Permian,Midland,Texas,38 T3S,4,0.014867322,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-11-25,,,,
87,128573,105504,-101.82871,31.934826,-101.82915095976486,31.93462888748228,Permian,Midland,Texas,,,0.013906429,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1996-09-25,1996-09-30,2010-10-13,,
88,128575,108723,-101.80015,31.804913,-101.80029610247162,31.804954088776935,Permian,Midland,Texas,37 T4S,2,0.018165782,PARKER & PARSLEY DEVELOPMENT CO.,2018-05-03 00:00:00,1992-10-29,,,,
89,128577,101823,-102.0455,32.085327,-102.04545068063794,32.085292217179365,Permian,Midland,Texas,38 T1S,8,0.006280158,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1985-12-23,,1986-01-28,,
90,128582,129715,-101.87156,31.944027,-101.8712468871609,31.944186201159553,Permian,Midland,Texas,37 T2S,35,0.005981309,ENDEAVOR ENERGY RESOURCES LP,2018-05-03 00:00:00,1986-01-14,,1986-04-27,,
91,128585,109114,-101.87782,31.794172,-101.87808435724422,31.793961729231746,Permian,Midland,Texas,38 T3S,40,0.014697234,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,2019-09-27,,,,
92,128587,109311,-101.903366,31.788116,-101.90328418550988,31.78800371138352,Permian,Midland,Texas,38 T3S,39,0.012477602,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,2019-10-04,,,,
93,128594,108774,-101.919235,31.805801,-101.91933517186276,31.805815391892736,Permian,Midland,Texas,38 T3S,31,0.012898698,CHEVRON USA INC,2018-05-03 00:00:00,1986-07-22,1986-07-29,2015-06-14,,
94,128598,467810,-102.134094,32.06023,-102.13440087074011,32.06042709926752,Permian,Midland,Texas,X,9,0.01251201,"BRANUM PETROLEUM, INC.",2020-09-27 00:00:00,1986-08-13,,,,
95,128602,103824,-101.835106,31.998196,-101.83536340411516,31.99816090862905,Permian,Midland,Texas,37 T2S,13,0.0066842986,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1986-10-06,,1986-12-02,,
96,128603,135095,-101.996346,31.903845,-101.99646444793157,31.903500104933876,Permian,Midland,Texas,38 T2S,26,0.0070522293,PIONEER NATURAL RES USA INC,2018-05-28 00:00:00,1986-10-06,,2017-02-20,,
97,128607,105905,-102.03357,31.922401,-102.03379059183186,31.922493089678312,Permian,Midland,Texas,39 T2S,25,0.006814212,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1986-10-15,,1986-11-25,,
98,128610,110231,-102.1279,31.767847,-102.12800379179613,31.76797242100056,Permian,Midland,Texas,40 T3S,25,0.009287595,"OGS OPERATING COMPANY, INC.",2018-05-03 00:00:00,2015-03-20,,,,
99,128611,101882,-102.087616,32.083084,-102.0875768664655,32.08316334523655,Permian,Midland,Texas,39 T1S,12,0.0058615142,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1986-12-19,,1987-02-17,,
100,128612,101837,-102.07916,32.085297,-102.07897605788988,32.08506098136758,Permian,Midland,Texas,39 T1S,12,0.005861732,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1986-12-19,,1987-02-05,,
101,128617,106054,-102.02713,31.915789,-102.027435366743,31.915534951610432,Permian,Midland,Texas,39 T2S,36,0.0054227384,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1987-01-06,,1987-02-12,,
102,128619,113254,-101.8081,31.678162,-101.80788642025288,31.677957123284884,Permian,Midland,Texas,37 T5S,5,0.004978637,PIONEER NATURAL RES USA INC,2018-11-04 00:00:00,1987-01-13,,1987-06-17,,
103,128625,312558,-102.04919,31.97758,-102.04935566164238,31.9776212979786,Permian,Midland,Texas,39 T2S,1,0.00504547,PERMIAN DEEP ROCK OIL CO LLC,2018-05-03 00:00:00,1987-02-17,,1987-07-10,,
104,128627,107726,-101.91092,31.84479,-101.91037135500453,31.84459459543653,Permian,Midland,Texas,38 T3S,15,0.014436286,EXXON CORP,2018-05-03 00:00:00,1988-06-28,1988-08-03,2021-10-22,,
105,128638,106543,-101.975746,31.893728,-101.9760848456724,31.893886295172393,Permian,Midland,Texas,38 T2S,34,0.011395455,DIAMONDBACK E AND P LLC,2018-05-03 00:00:00,1987-07-01,,1987-08-25,,
106,128639,106461,-101.97672,31.897167,-101.97707350912609,31.897078488662384,Permian,Midland,Texas,38 T2S,34,0.0086167315,DIAMONDBACK E AND P LLC,2018-05-03 00:00:00,1987-07-06,,1987-08-26,,
107,128643,106268,-102.03733,31.905884,-102.03727643994631,31.906072719873524,Permian,Midland,Texas,39 T2S,35,0.0068118195,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1987-08-12,,1987-09-19,,
108,128645,101969,-101.85788,32.073063,-101.85809287284683,32.07202677261913,Permian,Midland,Texas,37 T1S,36,0.05481833,PITTS ENERGY CO,2018-05-28 00:00:00,1987-08-14,,1987-11-05,,
109,128646,135022,-101.9987,31.937317,-101.99875657262753,31.93738314552624,Permian,Midland,Texas,37 T2S,2,0.0079289265,PIONEER NATURAL RES USA INC,2018-06-10 00:00:00,1987-09-04,,1987-11-18,,
110,128650,111650,-102.259735,31.735422,-102.25992429074304,31.735841641466987,Permian,Midland,Texas,41 T3S,32,0.02590833,OXY USA WTP LP,2018-05-06 00:00:00,1987-09-30,,1987-11-04,,
111,128656,208629,-101.81254,31.844366,-101.81242204361955,31.844387709923357,Permian,Midland,Texas,37 T3S,35,0.0024982241,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1987-11-19,,1988-01-07,,
112,128657,130184,-102.062675,31.922686,-102.06254960303491,31.922550511323895,Permian,Midland,Texas,39 T2S,27,0.0027814342,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1987-10-28,1987-11-17,1988-02-10,,
113,128659,113406,-102.11465,31.680084,-102.11464003154205,31.67981886289215,Permian,Midland,Texas,40 T4S,21,0.0074713468,PIONEER NATURAL RES USA INC,2018-09-23 00:00:00,1987-11-09,,1987-12-21,,
114,128661,109608,-101.81133,31.777227,-101.81109403733424,31.776848184529243,Permian,Midland,Texas,37 T4S,10,0.011918729,AUTRY C STEPHENS,2018-12-09 00:00:00,1987-11-25,,1987-12-30,,
115,128662,106650,-101.974625,31.890253,-101.97476138971892,31.890328737137107,Permian,Midland,Texas,38 T2S,34,0.009449167,DIAMONDBACK E AND P LLC,2018-05-03 00:00:00,1987-12-04,,1988-01-13,,
116,128674,106266,-101.948074,31.90408,-101.94807407414719,31.903867050694537,Permian,Midland,Texas,38 T2S,33,0.0041698455,PIONEER NATURAL RES USA INC,2019-04-01 00:00:00,1988-04-06,1988-04-07,1988-05-27,,
117,128677,107235,-101.89904,31.864323,-101.89907921248906,31.864402053506993,Permian,Midland,Texas,38 T3S,10,0.004027129,PIONEER NATURAL RES USA INC,2018-05-06 00:00:00,1988-06-15,1988-06-15,1988-07-25,,
118,128690,111495,-102.26109,31.738949,-102.2609401689164,31.73913602783521,Permian,Midland,Texas,41 T3S,32,0.023554841,OXY USA WTP LP,2018-05-06 00:00:00,1988-10-28,1988-11-04,1988-11-24,,
119,128692,111285,-102.25745,31.743805,-102.25779430469332,31.743630220552042,Permian,Midland,Texas,41 T3S,32,0.01773719,OXY USA WTP LP,2018-05-06 00:00:00,1988-10-28,1988-12-11,1988-12-31,,
120,128695,109327,-102.23416,31.795044,-102.2342654924523,31.794963576698983,Permian,Midland,Texas,41 T3S,15,0.006103685,OXY USA WTP LP,2018-05-06 00:00:00,1988-11-14,1988-12-03,1988-12-20,,
121,128696,109474,-102.23306,31.791235,-102.23312287932478,31.79073392934859,Permian,Midland,Texas,41 T3S,15,0.01095798,OXY USA WTP LP,2018-05-06 00:00:00,1988-11-15,1988-11-28,1988-12-14,,
122,128701,108367,-101.795746,31.818008,-101.79564159614807,31.817986973521815,Permian,Midland,Texas,37 T3S,47,0.005270914,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1988-12-30,1989-02-17,1989-04-05,,
123,128704,106188,-101.9176,31.907263,-101.91786458748639,31.90718933527827,Permian,Midland,Texas,38 T2S,31,0.008478918,PIONEER NATURAL RES USA INC,2018-05-03 00:00:00,1989-01-18,,2017-03-30,,
124,128707,111338,-101.82506,31.732422,-101.8249988551513,31.73255782220317,Permian,Midland,Texas,37 T4S,29,0.018830486,TEXACO E & P INC.,2018-05-03 00:00:00,1989-03-28,1989-06-04,1989-06-26,,
125,128710,112989,-101.92827,31.689928,-101.92823319723465,31.689924074494773,Permian,Midland,Texas,38 T4S,32,0.005119073,XTO ENERGY INC,2018-09-13 00:00:00,1989-04-21,,1989-05-08,,
