,id,pad_id,longitude_pad,latitude_pad,county,state,operator_principal,parent_operator_co,company_type,pad_status,tst_first_detection_date
0,785713,9tx4949s,-102.60998,31.3915,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
1,782622,9tx506jy,-102.637276,31.47698,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
2,767506,9txwbg6q,-101.91689,32.143063,Martin,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-05-16 00:00:00.000
3,857865,9txjwwed,-102.36578,31.940508,Ector,Texas,EUREKA PROSPECTING COMPANY,,,no permit,2022-05-10 00:00:00.000
4,844987,9txx3j8w,-101.908455,32.243195,Martin,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2021-12-21 00:00:00.000
5,282849,9trq1zye,-102.21872,30.629183,Pecos,Texas,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2018-05-03 00:00:00.000
6,751874,9txst71b,-101.71993,31.74512,Glasscock,Texas,"VENCER ENERGY, LLC",NaN,NaN,no permit,2019-06-27 00:00:00.000
7,658585,9twq1139,-103.664856,31.999395,Loving,Texas,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-02-24 00:00:00.000
8,688873,9v2pnhrs,-100.97569,30.785866,Crockett,Texas,ZARVONA ENERGY LLC,ZARVONA ENERGY,Private,no permit,2021-04-02 00:00:00.000
9,726732,9tyfprjy,-102.68116,32.73485,Gaines,Texas,OXY USA INC,OCCIDENTAL,Public,no permit,2021-05-05 00:00:00.000
10,465789,9vb4tdxc,-100.99734,32.797264,Scurry,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2019-11-09 00:00:00.000
11,791866,9tvftk3p,-104.18168,32.80789,Eddy,New Mexico,"Grizzly Operating, LLC",NaN,NaN,no permit,2021-08-23 00:00:00.000
12,841301,9vbe9fzq,-100.45982,32.975155,Stonewall,Texas,PEREGRINE PETROLEUM PARTNERS LTD,PEREGRINE PETROLEUM,Private,no permit,2021-11-28 00:00:00.000
13,785287,9tx52f0j,-102.623024,31.520786,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
14,255764,9tx34c23,-102.18334,31.120441,Upton,Texas,None,NaN,NaN,no permit,2019-12-02 00:00:00.000
15,786228,9tx51j7u,-102.60713,31.494478,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
16,658878,9tws5m0j,-103.21653,31.669098,Winkler,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2021-02-24 00:00:00.000
17,677545,9vb68vtu,-100.85749,32.81415,Scurry,Texas,THREE R OIL CO,THREE R OIL,Private,no permit,2019-01-08 00:00:00.000
18,846751,9tzbhq0h,-101.414734,32.377434,Howard,Texas,SM ENERGY CO,SM ENERGY,Public,no permit,2022-01-12 00:00:00.000
19,733659,9tx6v47m,-102.08016,31.43414,Upton,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2019-01-16 00:00:00.000
20,254133,9tx50dj1,-102.62718,31.476137,Crane,Texas,APACHE CORP,APA,Public,no permit,2020-05-20 00:00:00.000
21,776799,9twz6kkj,-102.90338,32.23625,Andrews,Texas,"WIND RIVER ENERGY, INC.",NaN,NaN,no permit,2019-01-01 00:00:00.000
22,711774,9twjuet9,-103.85686,31.967806,Loving,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2021-01-15 00:00:00.000
23,788047,9twgt98e,-102.76528,31.56158,Crane,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2021-08-18 00:00:00.000
24,745847,9tz0jthn,-102.40888,32.372288,Andrews,Texas,OXY USA INC,OCCIDENTAL,Public,no permit,2019-02-15 00:00:00.000
25,786333,9tx532v0,-102.59434,31.513006,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
26,148297,9txesujv,-101.73615,31.575674,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2018-05-03 00:00:00.000
27,849465,9tx3fv6p,-102.18096,31.275276,Upton,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,2022-03-13 00:00:00.000
28,786251,9tx51thp,-102.58463,31.493605,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
29,659105,9ty4wvyg,-103.75655,32.815365,Lea,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-02-24 00:00:00.000
30,785181,9twgrkrr,-102.67895,31.533403,Crane,Texas,"ARCH OIL & GAS, LLC",NaN,NaN,no permit,
31,750261,9txz8urb,-101.55788,32.279373,Howard,Texas,CALLON PETROLEUM OPERATING CO,CALLON,Public,no permit,2018-05-03 00:00:00.000
32,148693,9txemk5b,-101.71699,31.530811,Reagan,Texas,DE3 OPERATING LLC,DOUBLE EAGLE,Private,no permit,2019-06-17 00:00:00.000
33,785258,9tx52m9y,-102.64253,31.540195,Crane,Texas,"BURNETT OIL CO., INC.",NaN,NaN,no permit,
34,551148,9tw70t1s,-103.686646,31.49314,Reeves,Texas,"HEXP OPERATING, LLC",NaN,NaN,no permit,2018-11-02 00:00:00.000
35,749271,9txg9m6c,-101.54279,31.581814,Reagan,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2019-07-22 00:00:00.000
36,745263,9txwumby,-101.76503,32.15667,Martin,Texas,XTO ENERGY INC.,,,no permit,2019-01-08 00:00:00.000
37,797128,9twgrvd4,-102.66442,31.539478,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2019-01-06 00:00:00.000
38,282913,9tw62pd9,-103.70726,31.37439,Reeves,Texas,CORTEZ CORPORATION,NaN,NaN,no permit,2018-05-11 00:00:00.000
39,785193,9twgrmjp,-102.682205,31.53753,Crane,Texas,"ARCH OIL & GAS, LLC",NaN,NaN,no permit,
40,85733,9ty4trqd,-103.822556,32.82337,Eddy,New Mexico,LEWIS H DELMAR LIVING TRUST,NaN,NaN,no permit,2018-05-06 00:00:00.000
41,838201,9twpxfr5,-103.71202,32.268753,Lea,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2021-11-16 17:45:04.000
42,37838,9tx4ugnk,-102.438805,31.438198,Crane,Texas,OXY USA INC,OCCIDENTAL,Public,no permit,2018-05-06 00:00:00.000
43,776770,9ttuwmkd,-104.13292,31.757853,Culberson,Texas,CAPITAN ENERGY INC,CAPITAN ENERGY,Private,no permit,2021-07-24 00:00:00.000
44,757032,9txtbmb6,-101.94156,31.980293,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-02-15 00:00:00.000
45,785451,9tx4b1wu,-102.646805,31.429962,Crane,Texas,APACHE CORP,APA,Public,no permit,
46,786444,9tx5364d,-102.59767,31.520174,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
47,845699,9twgq8x5,-102.71237,31.512083,Crane,Texas,BLACKBEARD OPERATING LLC,,,no permit,2022-01-05 00:00:00.000
48,843300,9tw3qqzz,-103.4254,31.195652,Reeves,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2021-12-11 00:00:00.000
49,760031,9twck80w,-102.80904,31.158356,Pecos,Texas,PECOS RIVER EXPLORATION LLC,PECOS RIVER EXPLORATION,Private,no permit,2021-06-29 00:00:00.000
50,658612,9twmfk6d,-103.60858,31.972034,Loving,Texas,SHELL WESTERN EANDP,SHELL,Public,no permit,2021-02-24 00:00:00.000
51,661788,9vb4x42c,-100.94115,32.795883,Scurry,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2019-01-08 00:00:00.000
52,785582,9tx40m57,-102.640724,31.317163,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
53,738160,9txqrczf,-101.95333,32.04616,Midland,Texas,DE3 OPERATING LLC,,,no permit,2018-05-11 00:00:00.000
54,776914,9ty9k76h,-103.169655,32.58218,Lea,New Mexico,"RAW OIL & GAS, INC.",NaN,NaN,no permit,2021-07-24 00:00:00.000
55,785379,9tx50e0m,-102.633934,31.482233,Crane,Texas,APACHE CORP,APA,Public,no permit,
56,848716,9tzbtxcz,-101.35729,32.475456,Howard,Texas,SURGE OPERATING LLC,SURGE ENERGY,Private,no permit,2022-03-03 00:00:00.000
57,852071,9twjqrd8,-103.7843,31.901638,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2022-03-16 00:00:00.000
58,95786,9tz26stx,-102.1871,32.413754,Martin,Texas,QEP ENERGY COMPANY,,,no permit,2018-05-03 00:00:00.000
59,369086,9txg99sk,-101.52961,31.56183,Reagan,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2018-12-24 00:00:00.000
60,658586,9twq11r1,-103.65723,31.999285,Loving,Texas,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-02-24 00:00:00.000
61,772609,9twjgst7,-103.901184,31.973547,Loving,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2021-07-14 00:00:00.000
62,715317,9txqs5qc,-102.1193,32.098137,Martin,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2020-03-28 00:00:00.000
63,785316,9tx5288x,-102.63328,31.512806,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
64,750190,9tzb3mr2,-101.53643,32.416702,Howard,Texas,"SURGE OPERATING, LLC",NaN,NaN,no permit,2018-05-03 00:00:00.000
65,149051,9txghrz7,-101.40453,31.508013,Reagan,Texas,LAREDO PETROLEUM INC,LAREDO PETROLEUM,Public,no permit,2018-05-03 00:00:00.000
66,390853,9txsmq9k,-101.72046,31.721125,Glasscock,Texas,APACHE CORP,APA,Public,no permit,2020-02-12 00:00:00.000
67,658454,9twpnr7k,-103.78334,32.208645,Eddy,New Mexico,XTO PERMIAN OPERATING LLC,EXXON,Public,no permit,2021-02-24 00:00:00.000
68,857756,9txr8dd2,-102.27962,32.26963,Andrews,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2022-05-10 00:00:00.000
69,779636,9txsn8f4,-101.66454,31.645168,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-12-14 00:00:00.000
70,676040,9txghrze,-101.40447,31.508009,Reagan,Texas,LAREDO PETROLEUM INC,LAREDO PETROLEUM,Public,no permit,2019-01-13 00:00:00.000
71,849781,9tw9ec2u,-103.19323,31.208729,Reeves,Texas,PRI OPERATING LLC,PRI OPERATING,Private,no permit,2022-03-16 00:00:00.000
72,239940,9vbjusyx,-101.043076,33.38185,Garza,Texas,None,NaN,NaN,no permit,2019-08-31 00:00:00.000
73,780603,9tx5tr4q,-102.4222,31.592216,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2021-05-17 00:00:00.000
74,793083,9twgt98u,-102.765076,31.561825,Crane,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2019-01-01 00:00:00.000
75,847299,9txmsxff,-102.10288,31.947355,Midland,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
76,785507,9tx48sxd,-102.62375,31.402063,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
77,785509,9tx48smn,-102.62714,31.401354,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
78,764314,9twxy1cf,-103.09306,32.30987,Lea,New Mexico,PRE ONGARD,PRE ONGARD,,no permit,2021-07-04 00:00:00.000
79,782636,9tx5061j,-102.64355,31.47684,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
80,816220,9v84b9c4,-101.2264,31.430923,Irion,Texas,DISCOVERY NATURAL RESOURCES LLC,DISCOVERY NATURAL RESOURCES,Private,no permit,2021-10-19 17:12:42.666
81,785274,9tx527zd,-102.63475,31.529743,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
82,785707,9tx4947c,-102.60683,31.389631,Crane,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,
83,839219,9txwf0sb,-101.85858,32.126812,Martin,Texas,LARIO OIL AND GAS CO,O'S COMPANIES,Private,no permit,2021-11-18 17:35:05.000
84,776717,9ty4g0fh,-103.927826,32.832027,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-07-24 00:00:00.000
85,38960,9twfxtk6,-102.67208,31.406168,Crane,Texas,MAMMOTH EXPLORATION LLC,NaN,NaN,no permit,2018-05-06 00:00:00.000
86,725894,9twxnfsf,-103.05615,32.18219,Andrews,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2021-05-15 00:00:00.000
87,644296,9ty8egn1,-103.18611,32.448353,Lea,New Mexico,"Grizzly Operating, LLC",NaN,NaN,no permit,2021-02-19 00:00:00.000
88,715413,9twm9u7k,-103.62927,31.9285,Loving,Texas,TEMA OIL AND GAS COMPANY,,,no permit,2021-02-24 00:00:00.000
89,731490,9twzzfm3,-102.65989,32.31246,Andrews,Texas,XTO ENERGY INC,EXXON,Public,no permit,2019-02-15 00:00:00.000
90,746070,9twfr189,-102.69945,31.341532,Crane,Texas,RAMTEX ENERGY LLC,NaN,NaN,no permit,2021-05-05 00:00:00.000
91,762311,9txqfuxy,-102.173164,32.149895,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2019-05-16 00:00:00.000
92,848704,9txxfuws,-101.82308,32.32526,Martin,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2022-03-03 00:00:00.000
93,732193,9twtqfbf,-103.06162,31.875874,Winkler,Texas,APACHE CORP,APA,Public,no permit,2021-05-20 00:00:00.000
94,784985,9twcvy8g,-102.75381,31.2814,Crane,Texas,BASS ENTERPRISES PRODUCTION CO.,NaN,NaN,no permit,
95,854845,9tz8yzb1,-101.656204,32.51834,Howard,Texas,SPIRIT O&G OPERATING LLC,,,no permit,2022-04-15 00:00:00.000
96,732079,9twryrtg,-103.42833,32.34155,Lea,New Mexico,CENTENNIAL RESOURCE PRODUCTION LLC,CENTENNIAL,Public,no permit,2021-05-20 00:00:00.000
97,855067,9ty396bt,-103.65519,32.623558,Lea,New Mexico,CHISHOLM ENERGY OPERATING LLC,CHISHOLM ENERGY,Private,no permit,2022-04-15 00:00:00.000
98,644946,9ty8c1n2,-103.30681,32.481133,Lea,New Mexico,PENROC OIL CORP,NaN,NaN,no permit,2021-02-19 00:00:00.000
99,715385,9twjz3k3,-103.73782,31.955437,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-04-10 00:00:00.000
100,764522,9twmkcg8,-103.49716,31.869991,Loving,Texas,SHELL WESTERN EANDP,SHELL,Public,no permit,2021-07-04 00:00:00.000
101,786133,9tx4bz9q,-102.62145,31.463276,Crane,Texas,"MILLWEE OIL, INC.",NaN,NaN,no permit,
102,103822,9txq1df6,-102.23563,32.007652,Midland,Texas,XTO ENERGY INC.,,,no permit,2018-05-03 00:00:00.000
103,838417,9ty2d139,-103.62085,32.43876,Lea,New Mexico,ALLAR COMPANY (THE),,,no permit,2021-11-16 17:45:04.000
104,785077,9twfzec1,-102.67682,31.441826,Crane,Texas,SOUTHLAND ROYALTY CO.-MIDLAND,NaN,NaN,no permit,
105,365608,9vb4quuz,-100.946754,32.766556,Scurry,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2018-06-12 00:00:00.000
106,397932,9txmbjwq,-102.29606,31.979609,Ector,Texas,INDEPENDENCE RESOURCES MGMT LLC,EARTHSTONE ENERGY,Public,no permit,2018-06-05 00:00:00.000
107,258944,9tv9vzbj,-104.51279,32.69488,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2018-05-06 00:00:00.000
108,758881,9twrkw2k,-103.51274,32.247036,Lea,New Mexico,KAISER FRANCIS OIL CO,KAISER FRANCIS,Private,no permit,2021-06-24 00:00:00.000
109,192785,9twfz68v,-102.68795,31.435495,Crane,Texas,BURLINGTON RES O & G CO-MIDLAND,NaN,NaN,no permit,2018-05-06 00:00:00.000
110,816637,9txtbvrm,-101.90994,31.978073,Midland,Texas,DE3 OPERATING LLC,DOUBLE EAGLE,Private,no permit,
111,712582,9tx6y89r,-102.017,31.424847,Upton,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2019-01-16 00:00:00.000
112,812978,9txr36wx,-102.24056,32.22689,Andrews,Texas,SCOUT ENERGY MANAGEMENT LLC,SCOUT ENERGY PARTNERS,Private,no permit,2021-10-07 00:00:00.000
113,838222,9twrv679,-103.47521,32.312473,Lea,New Mexico,MEWBOURNE OIL CO,MEWBOURNE,Private,no permit,2021-11-16 17:45:04.000
114,380144,9tv8ynqp,-104.493385,32.511143,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2018-09-16 00:00:00.000
115,742907,9txmqgbm,-102.00751,31.881832,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-01-21 00:00:00.000
116,725934,9twq7d3b,-103.5547,32.048634,Lea,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-05-10 00:00:00.000
117,661786,9vb4s72m,-101.06275,32.801952,Scurry,Texas,CML EXPLORATION LLC,CML EXPLORATION,Private,no permit,2021-01-27 00:00:00.000
118,765434,9ty4sjgf,-103.881454,32.815224,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-07-04 00:00:00.000
119,697656,9twzqhm9,-102.73637,32.235462,Andrews,Texas,"MONTARE OPERATING, LTD.",NaN,NaN,no permit,2019-01-21 00:00:00.000
120,763004,9twpxtvx,-103.72522,32.288654,Eddy,New Mexico,NGL WATER SOLUTIONS PERMIAN LLC,NGL ENERGY,Public,no permit,2021-06-29 00:00:00.000
121,785775,9tx49m6d,-102.59784,31.406292,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,
122,731584,9txs15gm,-101.904686,31.662226,Midland,Texas,XTO ENERGY INC.,,,no permit,2019-01-13 00:00:00.000
123,786208,9tx51hgc,-102.60704,31.49126,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
124,785123,9twgp6xt,-102.6789,31.479513,Crane,Texas,"MALLARD EXPLORATION, INC.",NaN,NaN,no permit,
125,785793,9tx49jdx,-102.608795,31.408407,Crane,Texas,APACHE CORP,APA,Public,no permit,
126,739274,9tvf6m66,-104.312,32.76858,Eddy,New Mexico,Redwood Operating LLC,NaN,NaN,no permit,2021-05-28 00:00:00.000
127,777728,9tvem9u9,-104.517456,32.924892,Eddy,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-07-27 00:00:00.000
128,785610,9tx1cp93,-102.61059,31.286608,Crane,Texas,FASKEN LAND AND MINERALS LTD,FASKEN LAND AND MINERALS,Private,no permit,
129,715445,9ty3hdv4,-103.50624,32.53505,Lea,New Mexico,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2018-05-06 00:00:00.000
130,676047,9txenk1x,-101.67611,31.488146,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2020-06-11 00:00:00.000
131,674235,9tz35xte,-102.143036,32.561348,Dawson,Texas,HALVEY ENERGY LLC,HALVEY ENERGY,Private,no permit,2021-03-11 00:00:00.000
132,665390,9twzxsn2,-102.66952,32.27796,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2019-02-20 00:00:00.000
133,849927,9txkpn4v,-101.99306,31.674498,Midland,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2022-03-18 00:00:00.000
134,785945,9tx4bfhd,-102.61703,31.432299,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
135,849772,9tw9ec2u,-103.19323,31.208729,Reeves,Texas,PRI OPERATING LLC,PRI OPERATING,Private,no permit,2022-03-16 00:00:00.000
136,785833,9tx4cd5h,-102.586006,31.432602,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
137,749246,9txstpck,-101.73161,31.771826,Glasscock,Texas,"VENCER ENERGY, LLC",NaN,NaN,no permit,2019-06-27 00:00:00.000
138,785055,9twfz2r0,-102.67942,31.422379,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
139,856125,9tw78nzr,-103.70088,31.591183,Reeves,Texas,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2022-04-30 00:00:00.000
140,786191,9tx51sex,-102.58519,31.49085,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
141,729434,9txkukej,-102.113785,31.798162,Midland,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2018-05-06 00:00:00.000
142,166072,9tz8tzc9,-101.69809,32.474396,Martin,Texas,SM ENERGY CO,SM ENERGY,Public,no permit,2018-05-03 00:00:00.000
143,197735,9tyb4v0k,-102.88648,32.37205,Andrews,Texas,None,NaN,NaN,no permit,2019-08-29 00:00:00.000
144,786182,9tx51khd,-102.59504,31.487167,Crane,Texas,LARIO OIL AND GAS CO,O'S COMPANIES,Private,no permit,
145,786404,9tx52bkk,-102.61735,31.510883,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
146,415883,9tzrkmhq,-102.11187,33.646675,Hockley,Texas,TEXLAND PETROLEUM LP,TEXLAND PETROLEUM,Private,no permit,2019-06-25 00:00:00.000
147,750231,9txzcmxw,-101.53618,32.331116,Howard,Texas,SM ENERGY COMPANY,NaN,NaN,no permit,2018-05-03 00:00:00.000
148,786448,9tx533yz,-102.59174,31.519684,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
149,849455,9txs4kq2,-101.845375,31.664028,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-03-13 00:00:00.000
150,704787,9tx74uzu,-102.17312,31.491743,Upton,Texas,SUMMIT PETROLEUM LLC,,,no permit,2019-01-16 00:00:00.000
151,782581,9tx50tem,-102.629745,31.496069,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
152,854904,9ttvhdfq,-104.213196,31.832682,Culberson,Texas,CALLON PETROLEUM OPERATING CO,CALLON,Public,no permit,2022-04-15 00:00:00.000
153,845309,9tx7m494,-102.083275,31.52295,Upton,Texas,OVINTIV USA INC,OVINTIV,Public,no permit,2022-01-02 00:00:00.000
154,838225,9txxk05u,-101.772026,32.21261,Martin,Texas,HUNT OIL CO,HUNT OIL,Private,no permit,2021-11-16 17:45:01.000
155,751822,9tzbqwbu,-101.31482,32.425613,Howard,Texas,HIGHPEAK ENERGY HOLDINGS LLC,HIGHPEAK ENERGY,Public,no permit,2021-06-11 00:00:00.000
156,786383,9tx50z5v,-102.617836,31.504225,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
157,785538,9tx42rvh,-102.63835,31.376316,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
158,785593,9tx409x5,-102.62466,31.297932,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,
159,759970,9twq1ry8,-103.64675,32.034847,Lea,New Mexico,CHEVRON USA INC,CHEVRON,Public,no permit,2021-06-29 00:00:00.000
160,786063,9tx4bykx,-102.61709,31.456573,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
161,849738,9twne4ee,-103.92579,32.094345,Eddy,New Mexico,XTO PERMIAN OPERATING LLC,EXXON,Public,no permit,2022-03-16 00:00:00.000
162,197847,9twrr374,-103.38805,32.219143,Lea,New Mexico,PRE ONGARD,PRE ONGARD,,no permit,2018-05-11 00:00:00.000
163,672281,9tzzj8t8,-101.35213,33.57706,Crosby,Texas,"HARBOR PETROLEUM, LLC",NaN,NaN,no permit,2021-01-27 00:00:00.000
164,785637,9tx40fpc,-102.61245,31.300245,Crane,Texas,FASKEN LAND AND MINERALS LTD,FASKEN LAND AND MINERALS,Private,no permit,
165,797004,9txx12q9,-101.88903,32.16966,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2021-05-17 00:00:00.000
166,725307,9ty1p844,-103.73007,32.5199,Eddy,New Mexico,MRC PERMIAN CO,MATADOR,Public,no permit,2021-05-10 00:00:00.000
167,785984,9tx4ctgp,-102.58607,31.453701,Crane,Texas,APACHE CORP,APA,Public,no permit,
168,849484,9txw8t3v,-101.928444,32.10992,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2022-03-13 00:00:00.000
169,659275,9tvbpjsu,-104.09988,32.374718,Eddy,New Mexico,MEWBOURNE OIL CO,MEWBOURNE,Private,no permit,2021-01-15 00:00:00.000
170,785686,9tx43s05,-102.59025,31.35561,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
171,696672,9twmcuk9,-103.62755,31.97181,Loving,Texas,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-03-31 00:00:00.000
172,786497,9tx53eg8,-102.58545,31.529482,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
173,732118,9twqdv3g,-103.58758,32.10956,Lea,New Mexico,CIMAREX ENERGY CO,CIMAREX,Public,no permit,2021-05-20 00:00:00.000
174,781807,9tx5fne2,-102.5636,31.632475,Crane,Texas,EXTEX OPERATING CO,EXTEX,Private,no permit,
175,643926,9tvfxxmc,-104.07635,32.823227,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-01-08 00:00:00.000
176,706896,9twspcz2,-103.00871,31.650381,Ward,Texas,"TWO P PARTNERS, LLC",NaN,NaN,no permit,2021-04-20 00:00:00.000
177,669943,9v2hu708,-101.062256,30.382853,Crockett,Texas,DISCOVERY NATURAL RESOURCES LLC,DISCOVERY NATURAL RESOURCES,Private,no permit,2019-03-09 00:00:00.000
178,745872,9txw3vkg,-101.86946,32.06558,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-01-21 00:00:00.000
179,372929,9v2h84g8,-101.24518,30.337534,Crockett,Texas,None,NaN,NaN,no permit,2020-05-22 00:00:00.000
180,659732,9tw96mx0,-103.2506,31.187553,Reeves,Texas,PRI OPERATING LLC,PRI OPERATING,Private,no permit,2021-01-25 00:00:00.000
181,798017,9twk3fw2,-103.625404,31.698353,Reeves,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2021-09-02 00:00:00.000
182,43456,9txduu6h,-101.74159,31.4451,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2018-05-03 00:00:00.000
183,85215,9tyfftcr,-102.89597,32.85998,Gaines,Texas,XTO ENERGY INC,EXXON,Public,no permit,2018-05-06 00:00:00.000
184,752970,9tvftrt6,-104.175804,32.82475,Eddy,New Mexico,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2021-06-12 00:00:00.000
185,732361,9v2p8pdx,-101.24656,30.892126,Crockett,Texas,ZARVONA ENERGY LLC,ZARVONA ENERGY,Private,no permit,2019-02-17 00:00:00.000
