,id,pad_id,longitude_pad,latitude_pad,county,state,operator_principal,parent_operator_co,company_type,pad_status,tst_first_detection_date
8832,785105,9twgp10f,-102.69916,31.470798,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8833,688413,9txxrgzb,-101.601585,32.232605,Howard,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-01-08 00:00:00.000
8834,786420,9tx530gb,-102.60715,31.51292,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8835,786461,9tx536z7,-102.59127,31.524494,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8836,869813,9tw2f5sc,-103.61645,31.088789,Reeves,Texas,TALL CITY OPERATIONS III LLC,TALL CITY EXPLORATION,Private,no permit,2022-05-20 00:00:00.000
8837,782510,9twgpwqx,-102.66917,31.50053,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8838,784893,9twfjqzr,-102.766846,31.327448,Crane,Texas,"LONESOME B, LLC",NaN,NaN,no permit,
8839,852344,9txk466s,-102.202225,31.653673,Midland,Texas,DISCOVERY OPERATING INC,DISCOVERY OPERATING,Private,no permit,2022-03-13 00:00:00.000
8840,785592,9tx409jh,-102.62723,31.295408,Crane,Texas,CITATION OIL AND GAS CORP,CITATION OIL AND GAS,Private,no permit,
8841,796950,9txhrkms,-102.32984,31.708704,Ector,Texas,FIREBIRD ENERGY LLC,FIREBIRD ENERGY,Private,no permit,2019-01-13 00:00:00.000
8842,782469,9twgx4dj,-102.69722,31.567421,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
8843,785840,9tx4ce3t,-102.58824,31.439657,Crane,Texas,APACHE CORP,APA,Public,no permit,
8844,745893,9twvqd25,-102.72206,31.873356,Ector,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,2019-03-17 00:00:00.000
8845,786341,9tx532gm,-102.59676,31.513884,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8846,785304,9tx52nsw,-102.64992,31.545612,Crane,Texas,"BURNETT OIL CO., INC.",NaN,NaN,no permit,
8847,753393,9tvfqy3m,-104.115616,32.774548,Eddy,New Mexico,TANDEM ENERGY CORPORATION,NaN,NaN,no permit,2021-06-14 00:00:00.000
8848,770152,9tvgxz4m,-104.07008,32.99838,Chaves,New Mexico,MACK ENERGY CORP,MACK ENERGY,Private,no permit,2021-07-09 00:00:00.000
8849,785232,9twgwgbt,-102.71039,31.574322,Crane,Texas,WILLIAMS OIL COMPANY,NaN,NaN,no permit,
8850,785448,9tx4b64n,-102.64237,31.432976,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
8851,840332,9v8473zh,-101.097305,31.343374,Irion,Texas,EARTHSTONE OPERATING LLC,EARTHSTONE ENERGY,Public,no permit,2021-11-23 17:35:15.000
8852,780621,9tz4g269,-102.50984,32.828743,Gaines,Texas,"WHITE ROCK OIL & GAS, LLC",NaN,NaN,no permit,2021-08-03 00:00:00.000
8853,412296,9txs517g,-101.81614,31.648102,Upton,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2018-12-04 00:00:00.000
8854,786204,9tx51k27,-102.60096,31.488873,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
8855,849074,9twr7zsx,-103.5398,32.254456,Lea,New Mexico,DEVON ENERGY PRODUCTION CO LP,DEVON,Public,no permit,2022-03-06 00:00:00.000
8856,803868,9txxvksw,-101.715996,32.325706,Martin,Texas,CROWNQUEST OPERATING LLC,CROWNQUEST OPERATING,Private,no permit,
8857,786038,9tx4cpmw,-102.60449,31.461866,Crane,Texas,APACHE CORP,APA,Public,no permit,
8858,408550,9vb4m526,-101.02963,32.75746,Scurry,Texas,KINDER MORGAN PRODUCTION CO LLC,KINDER MORGAN,Public,no permit,2020-06-11 00:00:00.000
8859,781844,9tx5g76h,-102.51051,31.615326,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8860,785399,9tx50b24,-102.623055,31.466702,Crane,Texas,APACHE CORP,APA,Public,no permit,
8861,820666,9tybzu13,-102.66532,32.497814,Andrews,Texas,FORREST SWD LLC,,,no permit,2021-10-27 00:00:00.000
8862,409570,9txr605t,-102.21188,32.212887,Andrews,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2018-05-03 00:00:00.000
8863,377743,9tw6m604,-103.4802,31.344439,Reeves,Texas,ROSETTA RESOURCES OPERATING LP,CHEVRON,Public,no permit,2018-09-23 00:00:00.000
8864,785811,9tx49rbh,-102.60116,31.420265,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
8865,846544,9txndhrh,-102.55843,32.104145,Andrews,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2022-01-15 00:00:00.000
8866,785892,9tx4c3kn,-102.59555,31.428848,Crane,Texas,APACHE CORP,APA,Public,no permit,
8867,254297,9tx6b1t7,-102.29724,31.429682,Upton,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2018-05-06 00:00:00.000
8868,15914,9tw469xx,-103.942314,31.342567,Reeves,Texas,COLGATE OPERATING LLC,COLGATE ENERGY,Private,no permit,2018-05-06 00:00:00.000
8869,658892,9twshg3v,-103.148,31.659393,Winkler,Texas,HALCON OPERATING CO INC,HALCON RESOURCES,Private,no permit,2021-02-24 00:00:00.000
8870,852063,9tznh2bz,-102.46838,33.40379,Hockley,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2018-05-11 00:00:00.000
8871,845745,9ttv403u,-104.32365,31.818514,Culberson,Texas,SCALA ENERGY OPERATING LLC,NOVO,Private,no permit,2017-11-02 00:00:00.000
8872,786395,9tx50zxm,-102.613144,31.506943,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8873,794948,9tygkjum,-102.82606,32.947563,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2021-08-28 00:00:00.000
8874,262079,9ty26s77,-103.596535,32.411633,Lea,New Mexico,BURLINGTON RESOURCES OIL & GAS CO,NaN,NaN,no permit,2019-05-06 00:00:00.000
8875,786071,9tx4cn84,-102.61219,31.457094,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
8876,706702,9tyger5w,-102.86014,32.998493,Yoakum,Texas,XTO ENERGY INC,EXXON,Public,no permit,2019-01-11 00:00:00.000
8877,732877,9tx4vm7q,-102.42076,31.450886,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,2019-01-16 00:00:00.000
8878,782803,9txz8x5y,-101.57432,32.295513,Howard,Texas,OVINTIV USA INC,OVINTIV,Public,no permit,2021-08-10 00:00:00.000
8879,669925,9v2jb2cp,-101.23738,30.547443,Crockett,Texas,"BEDROCK PRODUCTION, LLC",NaN,NaN,no permit,2019-02-22 00:00:00.000
8880,667095,9tqvjsph,-102.75648,30.432974,Pecos,Texas,"OCCIDENTAL W TX OVERTHRUST, INC.",NaN,NaN,no permit,2019-01-06 00:00:00.000
8881,744088,9txzq9q2,-101.307175,32.218933,Howard,Texas,WHITING OIL AND GAS CORPORATION,NaN,NaN,no permit,2019-07-27 00:00:00.000
8882,785876,9tx4bbhk,-102.6174,31.421633,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
8883,178934,9vbm0urj,-100.85562,33.24689,Kent,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2019-06-12 00:00:00.000
8884,812589,9txuwwub,-101.309204,31.765667,Glasscock,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,2021-09-29 00:00:00.000
8885,743947,9v8mcrue,-100.837265,31.991354,Sterling,Texas,BREITBURN OPERATING L.P.,NaN,NaN,no permit,2021-05-02 00:00:00.000
8886,857845,9twue2uz,-102.85837,31.733923,Winkler,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2022-05-10 00:00:00.000
8887,837027,9twjsrjh,-103.86852,31.94348,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,
8888,676318,9txbkzk0,-101.38712,31.02128,Crockett,Texas,OVERTON PARK OIL & GAS LP,NaN,NaN,no permit,2019-03-09 00:00:00.000
8889,780374,9ttzphc6,-104.10445,32.1945,Eddy,New Mexico,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2021-01-15 00:00:00.000
8890,758167,9txkw3x8,-102.019615,31.736835,Midland,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2019-02-20 00:00:00.000
8891,730872,9tycqpc4,-102.742455,32.606457,Gaines,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2019-02-20 00:00:00.000
8892,547909,9tw9v007,-103.13924,31.2458,Reeves,Texas,PRI OPERATING LLC,PRI OPERATING,Private,no permit,2018-05-06 00:00:00.000
8893,703723,9v85h0g1,-101.07002,31.469292,Irion,Texas,"COMPASS ENERGY OPERATING, LLC",NaN,NaN,no permit,2021-04-12 00:00:00.000
8894,782631,9tx5090k,-102.63371,31.471172,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
8895,786421,9tx5308u,-102.611145,31.512383,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8896,858729,9txr5rrp,-102.151955,32.20906,Martin,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2022-05-10 00:00:00.000
8897,858730,9txkfx4q,-102.19139,31.812038,Midland,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2022-05-10 00:00:00.000
8898,858731,9txr5rrp,-102.151955,32.20906,Martin,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2022-05-10 00:00:00.000
8899,838263,9twe7vx5,-103.1847,31.539604,Ward,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2021-11-16 17:45:04.000
8900,753470,9ty2p3yw,-103.38331,32.354446,Lea,New Mexico,CAZA OPERATING LLC,CAZA,Private,no permit,2021-06-14 00:00:00.000
8901,763381,9ttyzfk7,-104.06742,32.137062,Eddy,New Mexico,"EOG M RESOURCES, INC.",NaN,NaN,no permit,2021-07-04 00:00:00.000
8902,706782,9twqu41t,-103.532875,32.135883,Lea,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2021-04-20 00:00:00.000
8903,849924,9txm201s,-102.302345,31.861053,Ector,Texas,CHEVRON USA INC,CHEVRON,Public,no permit,2022-03-13 00:00:00.000
8904,786169,9tx517xg,-102.59067,31.484638,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
8905,845697,9twgq8wf,-102.71278,31.511885,Crane,Texas,BLACKBEARD OPERATING LLC,,,no permit,2022-01-05 00:00:00.000
8906,840042,9tzbwec7,-101.314186,32.45289,Howard,Texas,HIGHPEAK ENERGY HOLDINGS LLC,HIGHPEAK ENERGY,Public,no permit,2021-11-13 17:35:03.000
8907,769789,9ttyu43k,-104.23633,32.13721,Eddy,New Mexico,CIMAREX ENERGY CO OF COLORADO,CIMAREX,Public,no permit,2018-03-02 00:00:00.000
8908,710304,9txm9muh,-102.243935,31.936628,Midland,Texas,CALLON PETROLEUM OPERATING CO,,,no permit,2019-01-08 00:00:00.000
8909,838256,9twhfcxz,-103.93097,31.78203,Reeves,Texas,KIMLAR OIL COMPANY INC,,,no permit,2021-11-16 17:45:04.000
8910,665853,9txm0mx8,-102.28339,31.846655,Midland,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2019-01-18 00:00:00.000
8911,736766,9tx44fkd,-102.52891,31.301908,Crane,Texas,XTO ENERGY INC,EXXON,Public,no permit,2019-01-16 00:00:00.000
8912,714898,9twkscgp,-103.49782,31.739384,Loving,Texas,ANADARKO E&P ONSHORE LLC,,,no permit,2021-03-26 00:00:00.000
8913,356452,9txzq9q3,-101.307274,32.218987,Howard,Texas,WHITING OIL AND GAS CORPORATION,NaN,NaN,no permit,2018-05-18 00:00:00.000
8914,848700,9txmw45k,-102.03638,31.916134,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-03-03 00:00:00.000
8915,769932,9tw76e17,-103.59921,31.525852,Reeves,Texas,CARRIZO PERMIAN LLC,CALLON,Public,no permit,2021-07-09 00:00:00.000
8916,785411,9tx500qk,-102.64753,31.467024,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
8917,726770,9tycpkh8,-102.68269,32.541664,Gaines,Texas,PARALLEL PETROLEUM LLC,NaN,NaN,no permit,2019-01-31 00:00:00.000
8918,629445,9twnj1bs,-103.84192,32.002617,Eddy,New Mexico,ENERGEN RESOURCES CORP,DIAMONDBACK,Public,no permit,2020-10-12 00:00:00.000
8919,847077,9v2sp6u2,-100.2223,30.249563,Edwards,Texas,UPP OPERATING LLC,NaN,NaN,no permit,2022-01-24 00:00:00.000
8920,785328,9tx50rb4,-102.64498,31.507767,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8921,750141,9tz8xfxk,-101.60257,32.44619,Howard,Texas,"SURGE OPERATING, LLC",NaN,NaN,no permit,2018-06-27 00:00:00.000
8922,667115,9tx7wz20,-102.00782,31.592714,Upton,Texas,"PIONEER NATURAL RES. USA, INC.",,,no permit,2019-01-13 00:00:00.000
8923,741416,9txm5w1e,-102.14854,31.849909,Midland,Texas,XTO ENERGY INC.,,,no permit,2018-05-03 00:00:00.000
8924,585038,9tzndyk5,-102.52984,33.521343,Hockley,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2018-08-14 00:00:00.000
8925,765937,9ty959s3,-103.19965,32.52795,Lea,New Mexico,CONOCO PHILLIPS CO,CONOCOPHILLIPS,Public,no permit,2021-07-04 00:00:00.000
8926,721546,9txe2kzw,-101.931755,31.535913,Upton,Texas,APACHE CORP,APA,Public,no permit,2019-02-25 00:00:00.000
8927,785352,9tx50mm4,-102.63839,31.494116,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8928,697022,9twdk6b8,-103.17171,31.34825,Reeves,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2021-04-05 00:00:00.000
8929,81858,9twtxmdv,-103.036865,31.935509,Winkler,Texas,XTO ENERGY INC,EXXON,Public,no permit,2018-05-06 00:00:00.000
8930,745843,9tz02m24,-102.64515,32.417038,Andrews,Texas,"LIME ROCK RESOURCES IV-A, L.P.",NaN,NaN,no permit,2019-02-15 00:00:00.000
8931,765879,9ty6su9b,-103.49953,32.807934,Lea,New Mexico,CONOCO PHILLIPS CO,CONOCOPHILLIPS,Public,no permit,2021-07-04 00:00:00.000
8932,786445,9tx5365e,-102.59633,31.520418,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8933,733433,9txsyvd4,-101.6535,31.803036,Glasscock,Texas,DIAMONDBACK E&P LLC,,,no permit,2019-06-02 00:00:00.000
8934,733512,9txk5br5,-102.13026,31.642529,Upton,Texas,XTO ENERGY INC.,,,no permit,2019-01-13 00:00:00.000
8935,659728,9twc8b0y,-102.97362,31.202332,Pecos,Texas,ROSEHILL OPERATING CO LLC,ROSEHILL OPERATING,Private,no permit,2021-01-25 00:00:00.000
8936,427797,9trv47rk,-101.492516,30.42884,Crockett,Texas,"EPIC PERMIAN OPERATING, LLC",NaN,NaN,no permit,2020-08-15 00:00:00.000
8937,855693,9twhe3bg,-103.91843,31.738708,Reeves,Texas,PDC PERMIAN INC,PDC ENERGY,Public,no permit,2022-04-25 00:00:00.000
8938,758210,9txzm8h7,-101.35383,32.21254,Howard,Texas,HANNATHON PETROLEUM LLC,HANNATHON PETROLEUM,Private,no permit,2019-02-22 00:00:00.000
8939,644047,9tyspbc0,-103.01727,33.051044,Yoakum,Texas,RING ENERGY INC,RING ENERGY,Public,no permit,2021-02-19 00:00:00.000
8940,772289,9twgw2n3,-102.724365,31.55292,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,2021-07-14 00:00:00.000
8941,738933,9txmvucm,-102.05002,31.975233,Midland,Texas,"PIONEER NATURAL RES. USA, INC.",,,no permit,2018-05-03 00:00:00.000
8942,398908,9tyug7p1,-102.855354,33.195415,Yoakum,Texas,RELENTLESS PERMIAN OPERATING LLC,RELENTLESS PERMIAN OPERATING,Private,no permit,2018-07-30 00:00:00.000
8943,845995,9txmsvk6,-102.09007,31.933603,Midland,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2022-01-07 00:00:00.000
8944,744159,9txvddej,-101.48729,31.918976,Glasscock,Texas,APACHE CORP,APA,Public,no permit,2019-06-12 00:00:00.000
8945,279609,9tyu6cp7,-102.87693,33.09686,Yoakum,Texas,"RILEY PERMIAN OPERATING CO, LLC",NaN,NaN,no permit,2019-05-06 00:00:00.000
8946,785444,9tx4b4q1,-102.64786,31.433493,Crane,Texas,EXXON CORP,EXXON,Public,no permit,
8947,794655,9tx9z475,-101.64119,31.258106,Reagan,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2018-05-03 00:00:00.000
8948,716494,9ty4ws0y,-103.77575,32.806255,Lea,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-05-05 00:00:00.000
8949,739859,9ty4szey,-103.848526,32.825462,Eddy,New Mexico,Spur Energy Partners LLC,NaN,NaN,no permit,2021-05-30 00:00:00.000
8950,42677,9txesujw,-101.736534,31.57585,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2019-01-13 00:00:00.000
8951,851964,9tyceqz4,-102.855095,32.644924,Gaines,Texas,WHITE ROCK OIL & GAS LLC,,,no permit,2022-03-26 00:00:00.000
8952,591021,9tx7575j,-102.15761,31.482246,Upton,Texas,SUMMIT PETROLEUM LLC,SUMMIT PETROLEUM,Private,no permit,2018-07-15 00:00:00.000
8953,199717,9tyue1tw,-102.86809,33.144196,Yoakum,Texas,APACHE CORP,APA,Public,no permit,2018-07-15 00:00:00.000
8954,737210,9txkhssq,-102.10076,31.66647,Midland,Texas,OVINTIV USA INC.,NaN,NaN,no permit,2019-01-18 00:00:00.000
8955,848274,9txnpwpx,-102.31624,32.02644,Ector,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2022-02-16 00:00:00.000
8956,224409,9txbudu8,-101.39758,31.084604,Reagan,Texas,LEGACY RESERVES OPERATING LP,LEGACY RESERVES,Public,no permit,2018-06-07 00:00:00.000
8957,682059,9twzq37n,-102.72895,32.21994,Andrews,Texas,"MONTARE OPERATING, LTD.",NaN,NaN,no permit,2019-01-21 00:00:00.000
8958,858373,9txxj0b2,-101.73278,32.172234,Martin,Texas,LARIO OIL AND GAS CO,O'S COMPANIES,Private,no permit,2022-05-12 00:00:00.000
8959,749655,9txu5p35,-101.46822,31.681026,Glasscock,Texas,LAREDO PETROLEUM INC,LAREDO PETROLEUM,Public,no permit,2019-02-22 00:00:00.000
8960,782572,9tx50rey,-102.63977,31.507072,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8961,211509,9tyv5gbt,-102.84231,33.244133,Yoakum,Texas,None,NaN,NaN,no permit,2018-05-16 00:00:00.000
8962,785965,9tx4chkd,-102.60585,31.444721,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
8963,232766,9txgx99v,-101.26945,31.561848,Reagan,Texas,ROVER OPERATING LLC,ROVER PETROLEUM,Private,no permit,2019-01-18 00:00:00.000
8964,867987,9tvfm38p,-104.183266,32.748837,Eddy,New Mexico,CONOCO PHILLIPS CO,CONOCOPHILLIPS,Public,no permit,2022-05-23 00:00:00.000
8965,849345,9vb1jmrh,-101.0096,32.54915,Scurry,Texas,ORLAND OIL & GAS LLC,,,no permit,
8966,858460,9ty2p6k0,-103.38681,32.356117,Lea,New Mexico,CENTENNIAL RESOURCE PRODUCTION LLC,CENTENNIAL,Public,no permit,2022-05-15 00:00:00.000
8967,384919,9ty8vd1q,-103.115616,32.487747,Lea,New Mexico,APACHE CORP,APA,Public,no permit,2018-05-11 00:00:00.000
8968,729418,9txxgvj0,-101.781265,32.3274,Martin,Texas,ENDEAVOR ENERGY RESOURCES L.P.,,,no permit,2019-01-08 00:00:00.000
8969,93484,9tywsx9p,-103.16004,33.528774,Lea,New Mexico,PRE ONGARD,PRE ONGARD,,no permit,2018-07-15 00:00:00.000
8970,802992,9txg66dx,-101.49897,31.52385,Reagan,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2021-05-17 00:00:00.000
8971,782597,9tx507v2,-102.637955,31.485483,Crane,Texas,APACHE CORP,APA,Public,no permit,
8972,786385,9tx50zm3,-102.61585,31.504967,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8973,785683,9tx42u62,-102.619934,31.356411,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8974,786126,9tx50ccr,-102.62142,31.475735,Crane,Texas,SLANT OPERATING LLC,SLANT ENERGY,Private,no permit,
8975,800158,9ty4js96,-103.81908,32.72052,Eddy,New Mexico,18-31 INC,NaN,NaN,no permit,2021-09-02 00:00:00.000
8976,785259,9tx52sqc,-102.624794,31.532331,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8977,857894,9tybk3xb,-102.81008,32.39602,Andrews,Texas,FDL OPERATING LLC,FDL ENERGY,Private,no permit,2022-05-10 00:00:00.000
8978,785212,9twgrwyr,-102.66964,31.547144,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
8979,753508,9twnkhuw,-103.880455,32.063347,Eddy,New Mexico,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2018-03-02 00:00:00.000
8980,383319,9twu52ku,-102.85827,31.642746,Ward,Texas,OCCIDENTAL PERMIAN LTD,OCCIDENTAL,Private,no permit,2018-05-06 00:00:00.000
8981,731977,9tw3byjb,-103.6699,31.278128,Reeves,Texas,CLAYTON WILLIAMS ENERGY INC,CLAYTON WILLIAMS ENERGY,Private,no permit,2021-01-25 00:00:00.000
8982,785288,9tx52d1t,-102.63207,31.520718,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8983,786236,9tx51ms7,-102.59521,31.495665,Crane,Texas,CONTANGO RESOURCES INC,CONTANGO OIL AND GAS,Public,no permit,
8984,847104,9twquxce,-103.5108,32.16728,Lea,New Mexico,EOG RESOURCES INC,EOG RESOURCES,Public,no permit,2022-01-25 00:00:00.000
8985,752683,9ttzu9xf,-104.20533,32.308403,Eddy,New Mexico,WPX ENERGY PERMIAN LLC,DEVON,Public,no permit,2018-03-02 00:00:00.000
8986,776987,9tw83rby,-103.3034,31.02506,Pecos,Texas,FORGE ENERGY OPERATING LLC,FORGE ENERGY,Private,no permit,2021-07-24 00:00:00.000
8987,763025,9twkm564,-103.488304,31.702906,Loving,Texas,ANADARKO E AND P ONSHORE LLC,OCCIDENTAL,Public,no permit,2021-06-29 00:00:00.000
8988,786320,9tx538b3,-102.58969,31.51315,Crane,Texas,"BLACKBEARD OPERATING, LLC",NaN,NaN,no permit,
8989,838861,9twb1rpf,-102.94211,30.976341,Pecos,Texas,SABINAL ENERGY OPERATING LLC,SABINAL ENERGY,Private,no permit,2021-11-16 17:45:19.000
8990,742667,9txk8wny,-102.27336,31.762566,Midland,Texas,OXY USA WTP LP,,,no permit,2018-05-06 00:00:00.000
8991,754155,9txj0vuv,-102.61667,31.848986,Ector,Texas,PRIDE ENERGY COMPANY,NaN,NaN,no permit,2021-06-14 00:00:00.000
8992,118887,9tybr4ej,-102.696,32.402386,Andrews,Texas,RING ENERGY INC,RING ENERGY,Public,no permit,2018-05-06 00:00:00.000
8993,12194,9twj49qq,-103.943756,31.824419,Reeves,Texas,CIMAREX ENERGY CO,CIMAREX,Public,no permit,2017-11-02 00:00:00.000
8994,772556,9tw6t21j,-103.47885,31.377882,Reeves,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2021-07-14 00:00:00.000
8995,769787,9ttygykb,-104.24271,32.15842,Eddy,New Mexico,CIMAREX ENERGY CO OF COLORADO,CIMAREX,Public,no permit,2018-03-02 00:00:00.000
8996,754365,9txxjnt5,-101.726204,32.20435,Martin,Texas,DIAMONDBACK E AND P LLC,DIAMONDBACK,Public,no permit,2019-05-16 00:00:00.000
8997,729497,9txrftws,-102.18585,32.330738,Martin,Texas,QEP ENERGY COMPANY,,,no permit,2019-01-08 00:00:00.000
8998,838336,9twgrqw9,-102.680016,31.544666,Crane,Texas,STRONGHOLD ENERGY II OPER LLC,,,no permit,2021-11-16 17:45:15.000
8999,409533,9twzzfm6,-102.65972,32.312576,Andrews,Texas,XTO ENERGY INC,EXXON,Public,no permit,2018-05-06 00:00:00.000
9000,658531,9tww3pyx,-103.306244,32.080025,Lea,New Mexico,"AMEREDEV OPERATING, LLC",,,no permit,2021-02-24 00:00:00.000
9001,665792,9twvmymv,-102.74708,31.89556,Ector,Texas,APACHE CORP,APA,Public,no permit,2021-02-24 00:00:00.000
9002,129948,9txj9p9q,-102.610565,31.946634,Ector,Texas,XTO ENERGY INC,EXXON,Public,no permit,2018-05-31 00:00:00.000
9003,778130,9ty8bq9z,-103.34575,32.512638,Lea,New Mexico,"FORTY ACRES ENERGY, LLC",NaN,NaN,no permit,2021-07-29 00:00:00.000
9004,728178,9twvqu9x,-102.70909,31.886337,Ector,Texas,OXY USA WTP LP,OCCIDENTAL,Public,no permit,2019-03-17 00:00:00.000
9005,659743,9twchhmx,-102.82425,31.137846,Pecos,Texas,RAYDEN OIL AND GAS,RAYDEN,Private,no permit,2019-01-06 00:00:00.000
9006,44698,9tx9umwx,-101.757324,31.276564,Reagan,Texas,PIONEER NATURAL RES USA INC,PIONEER,Public,no permit,2018-05-03 00:00:00.000
9007,846506,9ty4c51c,-104.016045,32.843937,Eddy,New Mexico,MAC T ANDERSON ESTATE,NaN,NaN,no permit,2022-01-15 00:00:00.000
9008,721422,9tx76xpr,-102.18476,31.548475,Upton,Texas,SM ENERGY COMPANY,,,no permit,2019-01-13 00:00:00.000
9009,737713,9txqdqpb,-102.19512,32.113102,Martin,Texas,COG OPERATING LLC,CONOCOPHILLIPS,,no permit,2018-05-06 00:00:00.000
9010,731707,9twjecs5,-103.89213,31.913126,Loving,Texas,MEWBOURNE OIL CO,MEWBOURNE,Private,no permit,2018-03-02 00:00:00.000
9011,757024,9twyze7u,-102.67287,32.1426,Andrews,Texas,"LIME ROCK RESOURCES IV-A, L.P.",NaN,NaN,no permit,2019-02-15 00:00:00.000
9012,785936,9tx4beu4,-102.62848,31.442005,Crane,Texas,"STRONGHOLD ENERGY II OPER, LLC",NaN,NaN,no permit,
9013,841976,9txjkzfq,-102.444275,31.904072,Ector,Texas,"AGHORN OPERATING, INC.",NaN,NaN,no permit,2021-12-01 00:00:00.000
9014,846377,9twt2pzk,-103.34922,31.903687,Loving,Texas,COG OPERATING LLC,CONOCOPHILLIPS,Private,no permit,2022-01-15 00:00:00.000
9015,842108,9txte8w2,-101.790634,31.90719,Midland,Texas,ENDEAVOR ENERGY RESOURCES LP,ENDEAVOR ENERGY RESOURCES,Private,no permit,2021-12-03 00:00:00.000
9016,851442,9tx7575h,-102.15754,31.482132,Upton,Texas,SUMMIT PETROLEUM LLC,SUMMIT PETROLEUM,Private,no permit,2022-03-26 00:00:00.000
